Year_Birth,Education,Marital_Status,Income,Dt_Customer,Last_Purchase,Wines,Fruits,Meat,Fish,Sweet,Gold,Deal_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Web_Visits,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Customer_From,Total_Spending,Luxury_Spending,Necessity_Spending,Need_Attention,Luxury_Consumer,CLV
1969,1,1,0.54,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,1,54,3514,946,689,257,1,1,0.26920887877063177
1985,1,1,0.26,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,0,38,3149,28,6,22,1,0,0.00889171165449349
1984,0,1,0.45,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,1,39,3711,450,197,253,1,0,0.12126111560226355
1957,1,0,0.38,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,2,66,3269,46,36,10,0,1,0.014071581523401652
1971,1,1,0.76,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,0,52,3342,1702,619,1083,1,0,0.509275882704967
1975,0,0,0.67,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,2,48,3401,820,385,435,1,0,0.24110555718906204
1982,0,0,0.36,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,1,41,3596,382,202,180,1,1,0.10622914349276974
1988,1,0,0.59,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,0,35,3775,2126,1036,1090,1,0,0.5631788079470199
1989,1,0,0.77,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,0,34,3166,2069,1110,959,1,1,0.6535060012634238
1985,0,0,0.26,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,1,38,3626,72,30,42,1,0,0.019856591285162713
1968,0,1,0.54,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,1,55,3134,732,669,63,0,1,0.23356732610082961
1974,0,1,0.61,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,0,49,3142,801,316,485,1,0,0.25493316359007
1949,0,1,0.42,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,1,74,3360,236,137,99,0,1,0.07023809523809524
1978,0,0,0.21,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,1,45,3766,80,37,43,1,0,0.021242697822623474
1954,1,1,0.8,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,0,69,3198,1685,1099,586,1,1,0.5268918073796123
1945,1,1,1.0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,0,78,3140,277,9,268,0,0,0.08821656050955413
1950,1,0,0.51,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,1,73,3489,507,392,115,1,1,0.14531384350816853
1964,1,0,0.39,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,2,59,3599,68,46,22,0,1,0.018894137260350097
1983,0,1,0.18,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,0,40,3185,49,26,23,0,1,0.015384615384615385
1987,1,0,0.64,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,0,36,3211,397,283,114,1,1,0.12363749610713173
1971,0,1,0.25,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,1,52,3356,39,11,28,1,0,0.011620977353992848
1968,0,0,0.39,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,1,55,3263,306,288,18,0,1,0.09377873122893043
1954,0,0,0.55,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,0,69,3522,976,451,525,1,0,0.2771152754116979
1971,1,0,0.52,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,1,52,3404,1028,713,315,1,1,0.3019976498237368
1986,0,0,0.28,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,1,37,3252,70,51,19,1,1,0.02152521525215252
1959,0,0,0.3,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,0,64,3575,46,26,20,1,1,0.012867132867132867
1980,1,0,0.27,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,1,43,3384,51,34,17,1,1,0.015070921985815602
1960,1,0,0.81,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,0,63,3178,1263,521,742,1,0,0.3974197608558842
1970,0,1,0.59,2012-11-10,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,1,53,3704,1490,1064,426,1,1,0.40226781857451405
1971,1,0,0.7,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,0,52,3731,1564,844,720,1,1,0.41919056553202894
1967,0,0,0.68,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,1,56,3784,1815,1150,665,1,1,0.4796511627906977
1963,1,1,0.45,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,1,60,3628,1198,1127,71,0,1,0.3302094818081588
1968,0,1,0.49,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,1,55,3782,416,296,120,1,1,0.10999471179270227
1990,0,0,0.15,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,0,33,3606,85,50,35,0,1,0.023571824736550194
1981,1,1,0.31,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,1,42,3502,47,30,17,1,1,0.013420902341519133
1976,0,1,0.16,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,0,47,3602,137,36,101,0,0,0.038034425319267075
1965,1,0,0.29,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,2,58,3658,21,17,4,1,1,0.005740841990158557
1977,1,1,0.27,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,1,46,3115,70,46,24,0,1,0.02247191011235955
1972,1,0,0.62,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,1,51,3269,909,385,524,1,0,0.27806668706026305
1956,0,1,0.8,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,0,67,3725,1676,1351,325,1,1,0.44993288590604025
1943,1,1,0.68,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,0,80,3379,1735,1226,509,1,1,0.5134655223438888
1959,0,1,0.71,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,2,64,3645,1191,527,664,1,0,0.3267489711934156
1977,1,0,0.19,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,1,46,3405,24,7,17,0,0,0.007048458149779736
1969,1,0,0.48,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,1,54,3691,1182,1137,45,1,1,0.32023841777296125
1970,0,0,0.62,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,0,53,3479,1280,380,900,1,0,0.36792181661396955
1957,0,1,0.56,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,0,66,3701,1336,760,576,1,1,0.36098351796811673
1965,1,0,0.54,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,2,58,3485,749,470,279,0,1,0.21492109038737447
1974,1,0,0.54,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,2,49,3329,91,47,44,1,1,0.027335536197056174
1947,1,0,0.59,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,1,76,3382,414,231,183,1,1,0.12241277350680072
1982,1,0,0.17,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,1,41,3281,44,16,28,1,0,0.01341054556537641
1968,1,0,0.25,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,2,55,3197,63,35,28,1,1,0.01970597435095402
1951,0,0,0.66,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,1,72,3555,901,440,461,1,0,0.25344585091420535
1975,1,0,0.3,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,2,48,3769,38,11,27,1,0,0.010082249933669409
1956,1,1,0.48,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,1,67,3584,455,162,293,0,0,0.126953125
1949,1,1,0.47,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,1,74,3695,775,710,65,1,1,0.20974289580514208
1959,1,0,0.29,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,1,64,3206,15,9,6,0,1,0.004678727386150967
1973,0,0,0.21,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,1,50,3410,38,6,32,1,0,0.011143695014662757
1984,1,0,0.64,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,0,39,3251,1512,1162,350,1,1,0.46508766533374346
1950,0,0,0.24,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,1,73,3639,43,23,20,1,1,0.011816433086012641
1977,0,1,0.2,2012-08-07,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,1,46,3799,42,28,14,1,1,0.011055540931824164
1984,0,0,0.63,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,0,39,3173,1089,498,591,1,0,0.34320832020170183
1976,1,0,0.29,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,1,47,3761,162,109,53,1,1,0.04307365062483382
1951,0,1,0.62,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,0,72,3616,1272,458,814,1,0,0.35176991150442477
1982,0,0,0.55,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,0,41,3712,1173,290,883,0,0,0.3160021551724138
1974,1,0,0.73,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,1,49,3117,816,232,584,0,0,0.26179018286814243
1968,0,1,0.31,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,2,55,3563,74,21,53,1,0,0.020769014875105248
1954,0,0,0.34,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,1,69,3610,134,81,53,0,1,0.0371191135734072
1940,1,1,0.44,2013-07-08,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,0,83,3464,157,150,7,1,1,0.045323325635103925
1976,0,0,0.49,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,1,47,3392,561,305,256,0,1,0.16538915094339623
1951,0,1,0.71,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,0,72,3156,1336,591,745,1,0,0.4233206590621039
1976,1,0,0.63,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,0,47,3793,2092,1285,807,0,1,0.5515423147904034
1964,1,1,0.54,2013-11-23,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,0,59,3326,463,351,112,0,1,0.1392062537582682
1950,1,1,0.67,2014-05-03,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,0,73,3165,1130,637,493,1,1,0.3570300157977883
1976,0,0,0.25,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,1,47,3271,20,9,11,1,0,0.006114338122898196
1956,0,1,0.4,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,1,67,3723,377,199,178,1,1,0.10126242277733011
1990,0,1,0.85,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,0,33,3540,1544,465,1079,1,0,0.43615819209039547
1950,1,1,0.49,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,2,73,3161,138,83,55,1,1,0.04365707054729516
1965,1,0,0.61,2013-07-03,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,1,58,3469,1012,601,411,1,1,0.2917267223983857
1962,1,1,0.62,2013-07-09,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,0,61,3463,1766,1622,144,0,1,0.5099624602945423
1978,0,0,0.38,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,2,45,3120,45,21,24,0,0,0.014423076923076924
1952,0,1,0.35,2013-05-06,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,2,71,3527,161,93,68,1,1,0.045647859370569886
1966,0,1,0.42,2014-01-05,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,1,57,3283,144,126,18,0,1,0.04386232104782212
1947,0,0,0.65,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,0,76,3417,1734,548,1186,1,0,0.5074626865671642
1972,0,0,0.56,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,1,51,3358,823,474,349,1,1,0.24508636092912447
1963,0,0,0.67,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,1,60,3229,1138,652,486,0,1,0.3524310932177145
1949,0,1,0.63,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,0,74,3595,1429,579,850,1,0,0.39749652294853965
1978,1,0,0.75,2014-01-23,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,0,45,3265,1371,926,445,1,1,0.4199081163859112
1966,0,1,0.48,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,1,57,3608,982,699,283,0,1,0.2721729490022173
1983,0,1,0.33,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,1,40,3204,44,35,9,0,1,0.01373283395755306
1971,0,0,0.29,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,2,52,3652,318,214,104,0,1,0.08707557502738225
1975,0,0,0.35,2013-04-07,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,1,48,3556,434,311,123,0,1,0.1220472440944882
1971,1,0,0.47,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,2,52,3342,198,129,69,1,1,0.059245960502693
1969,0,0,0.02,2013-10-05,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,1,54,3375,359,337,22,0,1,0.10637037037037037
1963,1,0,0.28,2012-08-02,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,0,60,3804,576,116,460,1,0,0.15141955835962145
1968,1,1,0.33,2013-09-20,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,2,55,3390,88,68,20,0,1,0.025958702064896755
1979,0,0,0.31,2014-04-10,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,1,44,3188,63,42,21,0,1,0.019761606022584692
1984,1,1,0.26,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,1,39,3679,27,12,15,1,0,0.0073389508018483285
1984,0,0,0.2,2013-02-27,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,1,39,3595,193,72,121,1,0,0.05368567454798331
1974,1,1,0.21,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,1,49,3757,101,51,50,0,1,0.0268831514506255
1951,0,0,0.83,2014-02-12,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,0,72,3245,2211,1022,1189,1,0,0.6813559322033899
1962,1,0,0.51,2013-06-10,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,1,61,3492,140,84,56,0,1,0.04009163802978236
1975,0,1,0.46,2013-02-12,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,2,48,3610,415,307,108,1,1,0.1149584487534626
1957,0,0,0.18,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,1,66,3660,22,12,10,0,1,0.006010928961748634
1978,0,0,0.49,2013-02-06,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,2,45,3616,263,224,39,1,1,0.07273230088495575
1991,0,0,0.44,2013-06-22,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,0,32,3480,393,200,193,1,1,0.11293103448275862
1986,0,0,0.19,2013-10-21,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,1,37,3359,147,67,80,1,0,0.04376302470973504
1956,0,0,0.5,2014-04-13,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,1,67,3185,443,279,164,1,1,0.1390894819466248
1963,1,1,0.64,2013-12-16,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,0,60,3303,1958,1147,811,0,1,0.5927944293066909
1971,1,0,0.34,2013-03-28,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,1,52,3566,174,106,68,1,1,0.04879416713404375
1947,1,1,0.8,2013-10-17,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,0,76,3363,2217,1324,893,1,1,0.6592328278322926
1958,0,1,0.83,2014-04-03,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,1,65,3195,1691,1033,658,1,1,0.529264475743349
1960,0,0,0.11,2013-04-17,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,2,63,3546,25,11,14,1,0,0.007050197405527355
1980,1,0,0.85,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,0,43,3145,809,510,299,0,1,0.25723370429252784
1975,0,0,0.69,2012-08-29,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,0,48,3777,895,548,347,1,1,0.23696055070161504
1975,1,0,0.49,2012-12-25,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,1,48,3659,484,257,227,1,1,0.132276578300082
1973,1,0,0.28,2013-01-16,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,1,50,3637,413,262,151,1,1,0.1135551278526258
1980,1,1,0.59,2014-01-02,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,1,43,3286,331,157,174,1,0,0.1007303712720633
1970,0,1,0.2,2013-03-08,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,1,53,3586,25,10,15,1,0,0.006971556051310652
1967,1,1,0.24,2013-12-24,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,1,56,3295,13,4,9,1,0,0.0039453717754172985
1970,0,0,0.19,2012-09-06,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,1,53,3769,115,38,77,0,0,0.030512072167683736
1966,0,1,0.28,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,57,3125,16,10,6,0,1,0.00512
1972,1,1,0.4,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,2,51,3392,92,76,16,0,1,0.027122641509433963
1977,0,0,0.26,2013-11-07,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,1,46,3342,52,37,15,1,1,0.015559545182525433
1970,0,0,0.55,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,1,53,3688,1464,655,809,1,0,0.3969631236442516
1964,0,1,0.36,2013-02-13,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,1,59,3609,441,406,35,1,1,0.12219451371571072
1959,1,1,0.6,2013-09-17,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,1,64,3393,283,202,81,1,1,0.0834070144414972
1966,1,0,0.57,2014-03-02,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,1,57,3227,747,596,151,1,1,0.23148435079020763
1958,0,1,0.63,2013-05-20,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,0,65,3513,1870,673,1197,1,0,0.5323085681753487
1986,0,1,0.33,2013-02-14,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,1,37,3608,165,106,59,0,1,0.04573170731707317
1977,0,0,0.85,2013-08-06,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,0,46,3435,1941,929,1012,1,0,0.5650655021834061
1981,0,0,0.29,2013-01-27,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,0,42,3626,839,258,581,1,0,0.23138444567015995
1958,0,1,0.59,2012-08-07,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,0,65,3799,1655,1036,619,1,1,0.43564095814688075
1975,1,0,0.32,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,2,48,3565,23,17,6,1,1,0.0064516129032258064
1983,0,0,0.31,2013-03-01,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,0,40,3593,66,13,53,0,0,0.018369050932368493
1967,0,0,0.23,2013-04-15,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,2,56,3548,37,15,22,1,0,0.010428410372040587
1951,0,1,0.18,2014-03-30,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,2,72,3199,21,19,2,1,1,0.006564551422319475
1972,0,0,0.25,2012-09-25,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,3,51,3750,22,14,8,1,1,0.005866666666666667
1978,0,0,0.24,2014-02-12,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,1,45,3245,78,35,43,1,0,0.02403697996918336
1982,1,0,0.38,2013-04-05,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,1,41,3558,79,29,50,1,0,0.022203485103991005
1956,0,0,0.41,2014-01-21,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,2,67,3267,265,111,154,1,0,0.08111417202326293
1952,1,0,0.67,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,1,71,3252,1175,831,344,0,1,0.3613161131611316
1965,1,0,0.62,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,1,58,3606,1305,957,348,1,1,0.36189683860232946
1979,1,0,0.28,2014-02-23,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,1,44,3234,46,16,30,1,0,0.01422387136672851
1965,0,0,0.25,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,2,58,3582,25,17,8,0,1,0.006979341150195421
1953,0,1,0.19,2013-10-17,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,0,70,3363,46,31,15,0,1,0.01367826345524829
1949,1,0,0.43,2012-09-07,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,1,74,3768,874,562,312,0,1,0.23195329087048833
1985,1,0,0.05,2012-08-01,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0,1,38,3805,100,39,61,1,0,0.026281208935611037
1947,1,1,0.59,2013-03-10,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,1,1,76,3584,930,654,276,1,1,0.25948660714285715
1955,0,0,0.58,2013-11-26,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,1,68,3323,868,458,410,0,1,0.26120975022569964
1976,0,0,0.14,2013-11-12,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,1,47,3337,45,16,29,1,0,0.013485166317051244
1975,0,0,0.48,2013-04-29,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,1,48,3534,1260,616,644,1,0,0.3565365025466893
1984,0,0,0.34,2013-09-28,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,1,39,3382,414,255,159,1,1,0.12241277350680072
1950,0,0,0.53,2013-12-05,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,1,73,3314,392,246,146,0,1,0.11828605914302957
1977,0,0,0.66,2012-10-04,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,2,46,3741,1109,616,493,1,1,0.29644480085538627
1951,0,1,0.53,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,1,72,3501,639,264,375,0,0,0.18251928020565553
1984,0,0,0.33,2013-03-28,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0,1,39,3566,79,23,56,1,0,0.02215367358384745
1982,0,0,0.53,2013-02-08,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,0,41,3614,1665,926,739,0,1,0.4607083563918096
1991,0,1,0.43,2013-05-02,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,0,32,3531,692,351,341,1,1,0.19597847635230814
1970,0,1,0.73,2012-09-25,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0,3,53,3750,1392,535,857,1,0,0.3712
1981,0,0,0.24,2013-11-29,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,1,42,3320,44,8,36,0,0,0.01325301204819277
1979,1,0,0.39,2013-12-01,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,1,44,3318,50,40,10,1,1,0.015069318866787222
1971,0,0,0.32,2012-09-11,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,1,52,3764,467,283,184,1,1,0.1240701381509033
1970,0,1,0.37,2013-11-30,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,1,53,3319,223,88,135,1,0,0.06718891232298885
1959,0,0,0.46,2014-06-09,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,1,64,3128,158,136,22,1,1,0.05051150895140665
1973,0,0,0.57,2013-09-11,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,0,50,3399,1211,747,464,1,1,0.35628125919388054
1970,0,1,0.67,2012-08-17,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1,1,53,3789,1575,734,841,1,0,0.4156769596199525
1947,1,0,0.71,2013-12-27,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,0,76,3292,1208,476,732,0,0,0.3669501822600243
